DIVISION_NAME,DISTRICT_NAME,THANA_NAME,EIIN,INSTITUTE_NAME,VILL_ROAD,POST_OFFICE,MANAGEMENT,ISNTITUTION_TYPE,MOBILE
Dhaka,Dhaka,Dhanmondi,133847,DHAKA PUBLIC COLLEGE,69/E | PANTHAPATH | GREEN ROAD | DHAKA-1205.,NEW MARKET,Non-Govt,College,01309133847
Dhaka,Dhaka,Dhanmondi,107976,UNIVERSITY WOMEN'S FEDERATION COLLEGE,HOUSE NO - 16 & 16/1 (NEW - 13 ) | ROAD NO-6,NEWMARKET,Non-Govt,College,01747976098
Dhaka,Dhaka,Dhanmondi,107980,DHAKA MOHILA COLLEGE,HOUSE-23 | ROAD-7 | DHANMONDI | ADHAKA 1205,NEWMARKET,Non-Govt,College,01998456410
Dhaka,Dhaka,Dhanmondi,107979,DHAKA PRESIDENCY COLLEGE,50 | KAZI NAZRUL ISLAM AVENUE | KAWRAN BAZAR | DHAKA,ZIGATOLA,Non-Govt,College,01309107979
Dhaka,Dhaka,Dhanmondi,107972,DR. MALEKA COLLEGE,DHANMONDI,ZIKATOLA,Non-Govt,College,01711059841
Dhaka,Dhaka,Dhanmondi,134605,HOLY FLOWER MODEL COLLEGE,42/B | SALEK ROAD(NEW ROAD),JIGATOLA,Non-Govt,College,01711960062
Dhaka,Dhaka,Dhanmondi,133714,SAMOTA COLLEGE,HOUSE# 119 | ROAD# 9/A,JIGATOLA,Non-Govt,College,01684022585
Dhaka,Dhaka,Dhanmondi,107971,IDEAL COLLEGE,65 | CENTRAL ROAD,NEWMARKET,Non-Govt,College,01715973391
Dhaka,Dhaka,Dhanmondi,107975,DHAKA CITY COLLEGE,HOUSE# 5 | ROAD-2 | DHANMONDI R/A,NEWMARKET,Non-Govt,College,01703332502
Dhaka,Dhaka,Dohar,108009,GOVT. PADMA MAHBIBDDYALAY,KHARIA KHALPAR,MUKSUDPUR,Govt.,College,01712095456
Dhaka,Dhaka,Dohar,108010,JOYPARA COLLEGE,JOYPARA,JOYPARA,Non-Govt,College,01715046643
Dhaka,Dhaka,Bhasan Tek,136841,VASHANTEK GOVT. COLLEGE,VASHANTEK (WITHIN BRP PROJECT),DHAKA CANTONMENT,Govt.,College,01711408518
Dhaka,Dhaka,Bhatara,134219,QUEEN MARY COLLEGE,K-90 | PROGATI SHORNI,KHILKHET,Non-Govt,College,01309134219
Dhaka,Dhaka,Gendaria,108511,FAZLUL HOQ MOHILA COLLEGE,12 AKHYADAS LANE | GANDARIYA | DHAKA-1204,FARIDABAD,Non-Govt,College,01309108511
Dhaka,Dhaka,Gulshan,136932,GLASGOW COMMERCE COLLEGE,| SHAHJADPUR | GULSHAN | DHAKA,GULSHAN,Non-Govt,College,01712014058
Dhaka,Dhaka,Gulshan,136873,GULSHAN PUBLIC COLLEGE,KA-43 | SHAHAJADPUR PROGOTI SARONI,GULSHAN,Non-Govt,College,01716588354
Dhaka,Dhaka,Hazaribagh,136260,BEGUM SHEIKH FAZILATUNNESA MUJIB GOVT. COLLEGE,HAZARIBAGH,HAZARIBAGH,Govt.,College,01309136260
Dhaka,Dhaka,Hazaribagh,134632,DHANMONDI COLLEGE,78 | HAZARIBAG | ZIGATALA | DHANMONDI,ZIGATALA,Non-Govt,College,01712020643
Dhaka,Dhaka,Jatrabari,107909,DANIA COLLEGE,DANIA,DANIA,Non-Govt,College,01711662014
Dhaka,Dhaka,Jatrabari,107910,R.K. CHOWDHURY COLLEGE,10/F SAIDABAD,DHAKA SADAR,Non-Govt,College,01712615358
Dhaka,Dhaka,Jatrabari,134610,NORTHERN UNIVERSITY LABORATORY COLLEGE,SONTEK PRODHAN SORAK,DONIA,Non-Govt,College,01678418899
Dhaka,Dhaka,Jatrabari,137057,DHAKA CHARTERED COMMERCE COLLEGE,01 | JATRABARI,JATRABARI,Non-Govt,College,01830731954
Dhaka,Dhaka,Jatrabari,134265,METROPALITAN COLLEGE | DHAKA,329/8 SOUTH JATRABARI,JATRABARI,Non-Govt,College,01720557188
Dhaka,Dhaka,Jatrabari,138824,CAPITAL COLLEGE,JATRABARI,JATRABARI,Non-Govt,College,01719846495
Dhaka,Dhaka,Jatrabari,133965,DR. MAHBUBUR RAHMAN MOLLAH COLLEGE | JATRABARI,DMRC COLLEGE GATE | DEMRA ROAD | JATRABARI | DHAKA,MATUAIL,Non-Govt,College,01712285002
Dhaka,Dhaka,Jatrabari,131759,VERSATILE MODEL COLLEGE,PARA DOGAIR,PARA DOGAR,Non-Govt,College,01309131759
Dhaka,Dhaka,Jatrabari,131457,IDEAL LABORATORY COLLEGE,BASHERPOOL | DEMRA | DHAKA.,PARADAGAR,Non-Govt,College,01956308893
Dhaka,Dhaka,Jatrabari,107912,ROKEYA AHSAN COLLEGE,PARADGAR,PARADAGAR,Non-Govt,College,01726793436
Dhaka,Dhaka,Jatrabari,136276,CCER MODEL COLLEGE,5/5 | PALASHPUR | DANIA,UTTAR JATRABARI,Non-Govt,College,01844165858
Dhaka,Dhaka,Jatrabari,134220,METROPOLITAN CREATIVE COLLEGE,64/1 BRAHMANCHIRON | DHALPUR | JATRABARI | DHAKA-1203,WARI,Non-Govt,College,01309134220
Dhaka,Dhaka,Kafrul,136850,NORTH WESTERN COLLEGE,220/D | 4/1 | BEGUM ROCKEYA SHARONI,MOHAMMADPUR,Non-Govt,College,01798663232
Dhaka,Dhaka,Kadamtali,134228,MOHAMMADBUG ADORSHO COLLEGE,1136 | MOHAMMADBUG,MERAJNAGAR,Non-Govt,College,01712042325
Dhaka,Dhaka,Kalabagan,134209,HAMDARD PUBLIC COLLEGE,99 BIR UTTAM C.R. DATTA ROAD,KAWRANBAZAR,Non-Govt,College,01714323989
Dhaka,Dhaka,Kamrangir Char,108057,HAJI ABDUL AWAL COLLEGE,35.WEST ASHRAFABAD,ASHRAFABAD,Non-Govt,College,01912095754
Dhaka,Dhaka,Khilgaon,108385,KHILGAON MODEL COLLEGE,721/C | KHILGAON,KHILGAON,Non-Govt,College,01309108385
Dhaka,Dhaka,Khilgaon,108386,HR MEMORIAL COLLEGE,DHOKHIN BONOSREE,KHILGAON,Non-Govt,College,01309108386
Dhaka,Dhaka,Khilgaon,136865,LIBERTY COLLEGE,1599 | THRIMONI BUS STAND | KHILGAON | DHAKA,KHILGAON,Non-Govt,College,01755509469
Dhaka,Dhaka,Khilgaon,136862,OXFORDIAN LABORATORY COLLEGE,385/B | KHILGAON | DHAKA,KHILGAON,Non-Govt,College,01811653505
Dhaka,Dhaka,Khilgaon,136306,NATIONAL GIRLS COLLEGE,HOUSE: 7 | BLOCK: E | MAINROAD | BANASREE | DHAKA,KHILGAON,Non-Govt,College,01309136306
Dhaka,Dhaka,Khilgaon,138476,NOVELTY COLLEGE,K-15 | MAIN ROAD | SOUTH BANASREE | KHILGAON | DHAKA.,KHILGAOAN,Non-Govt,College,01309138476
Dhaka,Dhaka,Khilgaon,134255,RAJDHANI IDEAL COLLEGE,339 | DIT ROAD | WEST RAMPURA | DHAKA-1219,KHILGAON,Non-Govt,College,01712171283
Dhaka,Dhaka,Khilgaon,132008,KHILGOAN IDEAL COLLEGE | DHAKA -1219,1412/A KHILGOAN,KHILGOAN,Non-Govt,College,01309132008
Dhaka,Dhaka,Khilkhet,131989,NIKUNJA MODEL COLLEGE,HOUSE-08 | ROAR-1/B | NIKUNJA-2 | KHILKHET | DHAKA.,KHILKHET,Non-Govt,College,01712142908
Dhaka,Dhaka,Khilkhet,135270,AMIRJAN COLLEGE,DUMNI,TALNA,Non-Govt,College,01717763566
Dhaka,Dhaka,Khilkhet,133736,RESIDENTIAL LABRATORY COLLEGE,HOUSE#03 | ROAD#6 | NIKUNJA-2,KHILKHET,Non-Govt,College,01719692995
Dhaka,Dhaka,Keraniganj,108116,GOVT. ISPAHANE DEGREE COLLEGE,ROHITPUR,RUHITPUR,Govt.,College,01752087772
Dhaka,Dhaka,Keraniganj,108113,NAYABAZAR DEGREE COLLEGE,ATI,ATI,Non-Govt,College,01712106204
Dhaka,Dhaka,Keraniganj,108112,DOLESHWAR ABDUL MANNAN ADARSHA MAHABIDYALAYA,DOLESHWAR,DOLESHWAR,Non-Govt,College,01726412407
Dhaka,Dhaka,Keraniganj,108114,SHAHEED PRESIDENT ZIAUR RAHAMAN DEGREE COLLEGE,HAZRATPUR,ITABARA,Non-Govt,College,01711644454
Dhaka,Dhaka,Keraniganj,108115,KALATIA COLLEGE,ALINAGAR,KALATIYA,Non-Govt,College,01819467658
Dhaka,Dhaka,Keraniganj,108117,KERANIGONJ MOHELA COLLEGE,AMBAGICHIA,KERANIGONJ,Non-Govt,College,01552335009
Dhaka,Dhaka,Keraniganj,136262,SOUTHERN CITY COLLEGE,HASNABAD HOUSING & 02,DHAKA JUTE MILLS,Non-Govt,College,01718230680
Dhaka,Dhaka,Keraniganj,130773,KERANIGONJ RESIDENTIIAL COLLEGE,KADAMTOLI GOAL CHATTAR,KERANIGANJ,Non-Govt,College,01911379075
Dhaka,Dhaka,Keraniganj,138777,RAJDHANI GIRLS COLLEGE,CHARWASHPUR | WARD-1 | UNION-SAKTA.,SHAMLAPUR,Non-Govt,College,01817539875
Dhaka,Dhaka,Lalbagh,108159,GOVT. EDEN MOHILA COLLEGE,AZIMPUR,NEWMARKET,Govt.,College,01311225688
Dhaka,Dhaka,Lalbagh,108155,GOVT. BEGUM BADRUNNESSA WOMEN COLLEGE,7 NO BOKSHI BAZAR,POSTA,Govt.,College,01309108155
Dhaka,Dhaka,Lalbagh,108158,GOVT. COLLEGE OF HOME ECONOMICS DHAKA,AZIMPUR ROAD,NEWMARKET,Govt.,College,01677188629
Dhaka,Dhaka,Mirpur,133798,DHAKA MODEL DEGREE COLEGE,14/D | MIRPUR | KAFRUL. DHAKA,DHAKA CANTONMENT,Non-Govt,College,01911401228
Dhaka,Dhaka,Mirpur,108212,SHEIKH FAZILATUNNESA ISLAMIC MOHILA COLLEGE,FAZILATUNNESA SOROK,MIRPUR-1216,Non-Govt,College,01715962892
Dhaka,Dhaka,Mirpur,108206,MIRPUR UNIVERSITY COLLEGE,2- G/1 MAIN ROAD,MIRPUR-2,Non-Govt,College,01816489383
Dhaka,Dhaka,Mirpur,134216,PRIME CITY INTERNATIONAL COLLEGE,1216 | EAST MONIPUR | MIRPUR | DHAKA-1216,MIRPUR,Non-Govt,College,01977422422
Dhaka,Dhaka,Mirpur,131971,KHAN INTERNATIONAL COLLEGE,323 SOTH PAIKPARA . KALLANPUR. NATUN BAZAR. MIRPUR,MIRPUR,Non-Govt,College,01711531738
Dhaka,Dhaka,Mirpur,130926,UNIVERSE COLLEGE,BLOCK: KA | PLOT-21 MAIN ROAD: 1 | SECTION: 6 | MIRPUR-1216,MIRPUR,Non-Govt,College,01819661007
Dhaka,Dhaka,Mirpur,137654,HOLY FAMILY PUBLIC COLLEGE,HOUSE-731/1 MEDDLE MOHIPUR MIRPUR DHAHA-1216,MIRPUR-2,Non-Govt,College,01711806514
Dhaka,Dhaka,Mirpur,137670,DHAKA INDEPENDENT COLLEGE,51/A | EAST TEJTORY BAZAR,TEJGAON,Non-Govt,College,01768385949
Dhaka,Dhaka,Mirpur,138449,MIRPUR ENGLISH VERSION COLLEGE,HOUSE 8 | ROAD 11/2 | BLOCK: B | SECTION: 10 | DHAKA,MIRPUR,Non-Govt,College,01678850500
Dhaka,Dhaka,Mohammadpur,132162,MOHAMMADPUR GOVT. COLLEGE,SATMOSJID ROAD | MOHAMMADPUR,MOHAMMADPUR,Govt.,College,01713400672
Dhaka,Dhaka,Mohammadpur,108249,GOVT' MUSIC COLLEGE,AGARGAON,AGARGAON,Govt.,College,01552343726
Dhaka,Dhaka,Mohammadpur,137590,DHAKA UDYAN GOVT. COLLEGE,BLOCK-B | ROAD-3 | HOLDING-19,MOHAMMADPUR,Govt.,College,01715955009
Dhaka,Dhaka,Mohammadpur,108256,PIONEER DEGREE COLLEGE DHAKA,15 WEST BASHBARI SATMOSQUE HOUSAING MD.PUR,MOHAMMADPUR,Non-Govt,College,01511111180
Dhaka,Dhaka,Mohammadpur,108251,LALMATTA MOHILA COLLEGE,BLOCK B LALMATIA,MOHAMMADPUR,Non-Govt,College,01559082150
Dhaka,Dhaka,Mohammadpur,108255,MOHAMMADPUR MOHILA COLLEGE,NOORJAHAN ROAD,MOHAMMADPUR,Non-Govt,College,01741737633
Dhaka,Dhaka,Mohammadpur,107981,DHAKA STATE COLLEGE,NUR JAHAN ROAD,MOHAMMADPUR,Non-Govt,College,01553651125
Dhaka,Dhaka,Mohammadpur,108254,MOHAMMADPUR KENDRIYA COLLEGE,NURJAHAN ROAD,MOHAMMADPUR,Non-Govt,College,029110614
Dhaka,Dhaka,Mohammadpur,131919,AL - HERA COLLEGE,ROAD NO -8 &9 | EKOTA HOUSING LTD | MOHAMMADPUR |,MOHAMMADPUR,Non-Govt,College,01715393662
Dhaka,Dhaka,Mohammadpur,108252,ALHAJ MOCKBUL HOSSAIN UNIVERSITY COLLEGE,PLOT-8 ROAD-1 KADARABAD HOUSING SOCIETY LIMITED,MOHAMMEDPUR,Non-Govt,College,01711274741
Dhaka,Dhaka,Mohammadpur,136907,SHYAMOLY IDEAL COLLEGE,14/26 | SHAHJAHAN ROAD | TOWN HALL,MOHAMMADPUR,Non-Govt,College,01309136907
Dhaka,Dhaka,Mohammadpur,138808,SHURER DHARA COLLEGE OF MUSIC,2/7 | LALMATIA | MOHAMMADPUR,MOHAMMADPUR,Non-Govt,College,01711956979
Dhaka,Dhaka,Mohammadpur,130583,LAUREL INTERNATIONAL COLLEGE,32/1/4/2 | SULTANGONG | RAYERBAZAR | MOHAMMADPUR | DHAKA-1,MOHAMMADPUR,Non-Govt,College,01711231397
Dhaka,Dhaka,Mohammadpur,134635,DHAKA EDINBURGH INTERNATIONAL COLLEGE,37/1 | A | BLOCK-F | ZAHURI | MOHOLLA | MOHAMMADPUR | DHAKA,MOHAMMADPUR,Non-Govt,College,01712832534
Dhaka,Dhaka,Mohammadpur,134564,DAFFODIL INTERNATIONAL COLLEGE,3/3 BLOCK A | LALMATIA,MOHAMMADPUR,Non-Govt,College,01713493052
Dhaka,Dhaka,Motijheel,108585,T & T COLLEGE,MOTIJHEEL,GPO,Non-Govt,College,01715997390
Dhaka,Dhaka,Motijheel,134570,DHAKA BIGYAN COLLEGE,260/3 MALIBAGH,SANTINAGAR,Non-Govt,College,01553346493
Dhaka,Dhaka,Motijheel,108274,NOTRE DAME COLLEGE,2 | ARAM BAGH,GPO BOX NO-5,Non-Govt,College,01784900900
Dhaka,Dhaka,Mugda Para,136874,ASIAN IDEAL COLLEGE,100 | NORTH MUGDA,BASABO,Non-Govt,College,01711143266
Dhaka,Dhaka,Mugda Para,134579,MOHANAGAR IDEAL COLLEGE,44 UTTAR MUGDA,SABUJBAGH,Non-Govt,College,01819162435
Dhaka,Dhaka,Nawabganj,108318,GOVT. DOHAR NAWABGANJ COLLEGE,SAMSABAD,NAWABGANJ,Govt.,College,01571037476
Dhaka,Dhaka,Nawabganj,108319,ICHAMOTI DEGREE COLLEGE,GALIMPUR,GALIMPUR,Non-Govt,College,01716344465
Dhaka,Dhaka,Nawabganj,108317,TOFAZZAL HOSSAIN CHOWDHURI COLLEGE,SHIKARIPARA,SHIKARIPARA,Non-Govt,College,01982488630
Dhaka,Dhaka,New Market,133854,WIBT COLLEGE,252/2D | WEST KATASUR | MOHAMMADPUR | DHAKA.,MOHAMMADPUR,Non-Govt,College,01711305543
Dhaka,Dhaka,New Market,135247,DHAKA GOLDEN COLLEGE,28 | MIRPUR ROAD (NEW MARKET) | DHAKA-1205,NEWMARKET,Non-Govt,College,01309135247
Dhaka,Dhaka,Pallabi,108211,GOVT. BANGABANDHU COLLEGE,SHAHIDBAG | MIRPUR CERAMIC ROAD,MIRPUR-2,Govt.,College,01309108211
Dhaka,Dhaka,Pallabi,138380,DUARIPARA GOVERNMENT COLLEGE,DUARIPARA | PALLABI,PALLABI,Govt.,College,130191138380
Dhaka,Dhaka,Pallabi,108334,PALLABI MOHILA DEGREE COLLEGE,PRA/1 | RUPNAGAR,MIRPUR,Non-Govt,College,01686618592
Dhaka,Dhaka,Pallabi,138894,MIRPUR GIRLS IDEAL COLLEGE,01 NO MAIN ROAD,MIRPUR-2,Non-Govt,College,01557787751
Dhaka,Dhaka,Pallabi,131878,HARUN MOLLAH COLLEGE,MIRPUR-12 | SAGUPTA HOUSING | PALLABI | DHAKA-1216.,PALLABI,Non-Govt,College,01816341270
Dhaka,Dhaka,Pallabi,138960,MIRPUR SCIENCE COLLEGE,HOUSE 16 | ROAD 06 | MIRPUR 10 |,MIRPUR,Non-Govt,College,01711100621
Dhaka,Dhaka,Pallabi,134634,BELAL AHMED COLLEGE,PLOT# 14/16SECTION-10 | BLOCK-A | ROAD-6 | PALLABI,MIRPUR,Non-Govt,College,01715123403
Dhaka,Dhaka,Pallabi,133925,THE AUSTRALASIAN COLLEGE,HOUSE-6 | ROAD-2 | BLOCK-A | SECTION-11,PALLABI,Non-Govt,College,01957060765
Dhaka,Dhaka,Paltan,108276,PURANA PALTAN COLLEGE,3/5 | PURANA PALTAN | DHAKA-1000,GPO,Non-Govt,College,01309108276
Dhaka,Dhaka,Paltan,135215,PREMIER COLLEGE,SHAHJALAL TOWER | 80/A/1 | MALIBAG MOOR DHAKA,SHANTINAGAR,Non-Govt,College,01819211803
Dhaka,Dhaka,Ramna,108351,HABIBULLAH BAHAR COLLEGE,122/2 | KAKRAIL,DHAKA,Non-Govt,College,01552451792
Dhaka,Dhaka,Ramna,108352,SIDDHESWARI GIRLS' COLLEGE,148 NEW BAILY ROAD,GPO,Non-Govt,College,48313310
Dhaka,Dhaka,Ramna,108353,SIDDHESWARI DEGREE COLLEGE,25 SHAHEED SANGBADIK SELINA PARVEEN SARAK,SANTI NAGAR,Non-Govt,College,01552634399
Dhaka,Dhaka,Rampura,108034,RAMPURA EKRAMUNNESA DEGREE COLLEGE,463 DIT. ROAD | RAMPURA | DHAKA,KHILGOAN,Non-Govt,College,01517056666
Dhaka,Dhaka,Rampura,133975,FUTURE COMMERCE COLLEGE,106/B | KHILGAONCHOWDHURYPARA,KHILGAON,Non-Govt,College,01913101097
Dhaka,Dhaka,Sabujbagh,138382,SOBUJBAGH GOVT COLLEGE,DAKSHIN BASHABO,BASHABO,Govt.,College,01511138382
Dhaka,Dhaka,Sabujbagh,130930,CENTRAL IDEAL COLLEGE,288 SOUTH BASHABO | SABUJBAGH | DHAKA-1214,BASHABO,Non-Govt,College,01962036400
Dhaka,Dhaka,Rupnagar,108335,PALLABI DEGREE COLLEGE,PLOT NO. 1/1 | ROAD NO 5 | SECTION-8,MIRPUR,Non-Govt,College,01712831040
Dhaka,Dhaka,Rupnagar,108216,RAJDHANI MOHILA COLLEGE,18 RUPNAGAR R/A | PALLABI | MIRPUR | DHAKA-1216,MIRPUR-1216,Non-Govt,College,01819298294
Dhaka,Dhaka,Savar,108453,SAVAR GOVT. COLLEGE,SAVAR-150 | SOUTH PARA | SAVAR | DHA,SAVAR,Govt.,College,01711348915
Dhaka,Dhaka,Savar,108449,AL HAJ ABDUL MANNAN DEGREE COLLEGE,GOHAIL BARI,B.K.S.P,Non-Govt,College,01713575484
Dhaka,Dhaka,Savar,108450,MIRZA GOLAM HAFIZ COLLEGE,MIRZANAGAR,MIRZA NAGAR,Non-Govt,College,01677568970
Dhaka,Dhaka,Savar,108448,TETUL JHORA COLLEGE,TETUL JHORA,RAZ FULBARIA,Non-Govt,College,01718952838
Dhaka,Dhaka,Savar,108451,SAVAR MODEL COLLEGE,30/23 | SHAHIBAG,SAVAR,Non-Govt,College,01944527445
Dhaka,Dhaka,Savar,108452,MOFAZZAL MOMENA CHAKLADAR MOHILA COLLEGE,D - 96 | TALBAG | THANA ROAD,SAVAR,Non-Govt,College,01723544495
Dhaka,Dhaka,Savar,108454,ZIRABO DEWAN IDRIS COLLEGE,ZIRABO,ZIRABO,Non-Govt,College,01715629934
Dhaka,Dhaka,Savar,136876,MAESTRO CROWN COLLEGE,HOLDING NO. A-128/3 | VATPARA,BPATC,Non-Govt,College,01929577400
Dhaka,Dhaka,Savar,136894,CANADIAN COLLEGE,NIRIBILI/NOLAM,MIRZANAGAR,Non-Govt,College,01309136894
Dhaka,Dhaka,Savar,136277,LEGEND COLLEGE,118/3 SAVAR,SAVAR,Non-Govt,College,01711663449
Dhaka,Dhaka,Savar,131047,COLLEGE OF FINANCE & MANAGEMENT,B-3/1/1,SAVAR,Non-Govt,College,01535869553
Dhaka,Dhaka,Savar,131670,COLLEGEX,BANK COLONY,SAVAR,Non-Govt,College,01680993261
Dhaka,Dhaka,Savar,136914,NEW SRISTY COLLEGE,RADIO COLONY,SOBAHANBAG,Non-Govt,College,01684894788
Dhaka,Dhaka,Savar,136308,HAZI YUNUS ALI COLLEGE,CHITRASHAIL,UTTAR GAZIRCHAT,Non-Govt,College,01779474751
Dhaka,Dhaka,Savar,138235,TANGAIL RESIDENTIAL COLLEGE,BAIPAIL,ALIA MADRASAH,Non-Govt,College,01711474867
Dhaka,Dhaka,Savar,131845,SAVAR LABORATORY COLLEGE,BANK COLONY,SAVAR,Non-Govt,College,01849411000
Dhaka,Dhaka,Savar,138811,SAVAR CITY COLLEGE,WAPDA ROAD,SAVAR,Non-Govt,College,01795959545
Dhaka,Dhaka,Shahjahanpur,108272,ABUDHARR GHIFARI COLLEGE,192/1 MALIBAG BAZAR ROAD,SHANTINAGAR,Non-Govt,College,01552329777
Dhaka,Dhaka,Shahjahanpur,108586,DHAKA CITY INTERNATIONAL COLLEGE,48 SANTI BAG,SHANTINAGAR,Non-Govt,College,01682027874
Dhaka,Dhaka,Shahjahanpur,108275,MIRZA ABBAS MOHILA COLLEGE,83/1 | DAKHIN SHAJAHAN PUR DHAKA -1217,SHANTINAGAR,Non-Govt,College,01712643469
Dhaka,Dhaka,Shahjahanpur,137719,DHAKA OXFORD INTERNATIONAL COLLEGE,244 | NEW CIRCULAR MALIBAG | MOUCHAK DHAKA -1217,SHANTINAGAR,Non-Govt,College,01552440709
Dhaka,Dhaka,Shah Ali,108210,GOVT. BANGLA COLLEGE,DARUS SALAM ROAD,MIRPUR TWO,Govt.,College,01711533427
Dhaka,Dhaka,Shah Ali,108209,HAZRAT SHAH ALI MOHILA COLLEGE,1/ K UTTAR BISHIL,BD SHARIF,Non-Govt,College,01758075802
Dhaka,Dhaka,Shah Ali,108208,DHAKA MODERN COLLEGE,185 DOKKIN BISIL,MIRPUR,Non-Govt,College,01557371608
Dhaka,Dhaka,Shah Ali,108207,DHAKA COMMERCE COLLEGE,DHAKA COMMERCE COLLEGE ROAD,MIRPUR | DHAKA-1216,Non-Govt,College,9023338
Dhaka,Dhaka,Sher-E-Bangla Nagar,107982,BANGLADESH HOME ECONOMICS COLLEGE,146/4 GREEN ROAD,GREENROAD,Non-Govt,College,01715061369
Dhaka,Dhaka,Sher-E-Bangla Nagar,108250,NEW MODEL DEGREE COLLEGE,1/KH SUKRABAD,MOHAMMADPUR,Non-Govt,College,01712290704
Dhaka,Dhaka,Sher-E-Bangla Nagar,108534,SHER-E-BANGLA NAGAR ADARSHA MOHILA MOHABIDYALAYA,SHER-E-BANGLA NAGAR,MOHAMMADPUR,Non-Govt,College,01552461406
Dhaka,Dhaka,Sher-E-Bangla Nagar,108533,TEJGAON COLLEGE,16 | INDIRA ROAD,TEJGOAN,Non-Govt,College,01798144072
Dhaka,Dhaka,Sher-E-Bangla Nagar,134576,BIKALPA MODEL COLLEGE,51/A ROIS BHABAN,FARMGATE,Non-Govt,College,01919531585
Dhaka,Dhaka,Sher-E-Bangla Nagar,108253,DHAKA ORIENTAL COLELGE,25 | INDIRA ROAD |,KHAMAR BARI,Non-Govt,College,01713531585
Dhaka,Dhaka,Sutrapur,108507,KABI NAZRUL GOVT.COLLEGE,1 NO. MIUNISIPALITY STATE,DHAKA SADAR,Govt.,College,01914254808
Dhaka,Dhaka,Sutrapur,108508,GOVT. SHAHID SOHRAWARDI COLLEGE,36-37 | LAXMIBAZAR,LUXMI BAZAR,Govt.,College,01711787415
Dhaka,Dhaka,Sutrapur,137718,CITY INTERNATIONAL COLLEGE,HOUSE-51 SHARAT GUPTA ROAD | NARINDA,GANDARIA,Non-Govt,College,01619000855
Dhaka,Dhaka,Sutrapur,108509,DHAKA MOHANAGAR MOHILA COLLEGE,6 NO SUBASH BOSS AVEUNEW. LUXMIBAZAR DHAKA-1100,LAKSHMI BAZAR,Non-Govt,College,01318251200
Dhaka,Dhaka,Sutrapur,131901,BANGLADESH COMMERCE COLLEGE,10/1 NEW KHILGOAN,KHILGAON,Non-Govt,College,01711050432
Dhaka,Dhaka,Tejgaon,108535,GOVT. SCIENCE COLLEGE | DHAKA,34/B PURATON MOYMANSINGH,TEJGAON,Govt.,College,01309108535
Dhaka,Dhaka,Tejgaon,108536,TEGAON MOHILA COLLAGE,76 | EAST TEJTURI BAZAR,TEJGAON,Non-Govt,College,01309108536
Dhaka,Dhaka,Tejgaon,134207,IDEAL COMMERCE COLLEGE,81 | GREEN ROAD,NEWMARKET,Non-Govt,College,01912130388
Dhaka,Dhaka,Tejgaon,131962,HOLY CROSS COLLEGE,TEJKUNY PARA,TEJGAON,Non-Govt,College,01711463224
Dhaka,Dhaka,Tejgaon,134571,NORTHERN COLLEGE BANGLADESH,93 | KAZI NAZRUL ISLAM ROAD,1215,Non-Govt,College,01309134571
Dhaka,Dhaka,Turag,108563,DHAKA WOMEN COLLEGE,¿¿¿¿¿ | (¿¿¿¿¿¿-12 | ¿¿¿- 17/¿ ¿¿¿¿¿¿) ¿¿¿¿-1230,UTTARA,Non-Govt,College,01550400094
Dhaka,Dhaka,Turag,136942,AMZAD IDEAL COLLEGE,HOUSE-73 | ROAD-01 | FULBARIA,NISHATHNAGAR,Non-Govt,College,01924981861
Dhaka,Dhaka,Uttara Paschim,108567,DHAKA NORTHEN CITY COLLEGE,HOUSE-19 | ROAD-8 | SECTOR-7,UTTARA MODEL TOWN,Non-Govt,College,01781340525
Dhaka,Dhaka,Uttara Paschim,134098,UTTARA IDEAL COLLEGE,31 | RD-3/F | SEC :09,UTTARA,Non-Govt,College,01309134098
Dhaka,Dhaka,Uttara Paschim,132047,OASIS INTERRMEDIATE COLLAGE,HOUHSE | 12,UTTARA,Non-Govt,College,01911398716
Dhaka,Dhaka,Uttara Paschim,132169,B.C.I COLLEGE,HOUSE-05 | ROAD- 3/E | SECTOR- 09 | UTTARA | DHAKA,UTTARA,Non-Govt,College,01885996688
Dhaka,Dhaka,Uttara Paschim,131763,LIGHTHOUSE CAREER COLLEGE,HOUSE-09 | ROAD-26 | SECTOR-7,UTTARA,Non-Govt,College,01712192328
Dhaka,Dhaka,Uttara Paschim,137680,MOAZZEM HOSSAIN IDEAL COLLEGE,HOUSE-15 | ROAD-31 | SECTOR-07,UTTARA,Non-Govt,College,01730068833
Dhaka,Dhaka,Uttara Paschim,136675,AMERICAN COLLEGE,HOUSE-15 | ROAD-SONARGAON JANAPAD | SECTOR-7,UTTARA,Non-Govt,College,01712229329
Dhaka,Dhaka,Uttara Paschim,136315,DHAKA CENTRAL COLLEGE,HOUSE-19 | ROAD-8 | SECTOR-7 | UTTARA,UTTARA,Non-Govt,College,01715296358
Dhaka,Dhaka,Uttara Paschim,137717,STAMFORD COLLEGE UTTARA,HOUSE-50 | ROAD-17,UTTARA,Non-Govt,College,01741908783
Dhaka,Dhaka,Uttara Paschim,137629,TOUCHSTONE COLLEGE,PLOT-12 | ROAD-2 | SECTOR-10,UTTARA,Non-Govt,College,01819449509
Dhaka,Dhaka,Uttara Paschim,108564,UTTARA TOWN COLLEGE,PLOT-24 | ROAD-7/D | SECTOR-09 | UTTARA,UTTARA,Non-Govt,College,01718736636
